taxonomy	MetaAn_1	MetaAn_10	MetaAn_11	MetaAn_12	MetaAn_13	MetaAn_14	MetaAn_15	MetaAn_16	MetaAn_17	MetaAn_18	MetaAn_19	MetaAn_2	MetaAn_20	MetaAn_21	MetaAn_22	MetaAn_23	MetaAn_24	MetaAn_25	MetaAn_26	MetaAn_27	MetaAn_28	MetaAn_29	MetaAn_3	MetaAn_30	MetaAn_31	MetaAn_32	MetaAn_33	MetaAn_34	MetaAn_35	MetaAn_36	MetaAn_37	MetaAn_38	MetaAn_39	MetaAn_4	MetaAn_40	MetaAn_41	MetaAn_43	MetaAn_44	MetaAn_45	MetaAn_46	MetaAn_47	MetaAn_48	MetaAn_49	MetaAn_5	MetaAn_50	MetaAn_53	MetaAn_54	MetaAn_55	MetaAn_56	MetaAn_57	MetaAn_58	MetaAn_59	MetaAn_6	MetaAn_60	MetaAn_61	MetaAn_62	MetaAn_63	MetaAn_64	MetaAn_65	MetaAn_66	MetaAn_67	MetaAn_68	MetaAn_69	MetaAn_7	MetaAn_70	MetaAn_71	MetaAn_72	MetaAn_73	MetaAn_74	MetaAn_75	MetaAn_76	MetaAn_77	MetaAn_78	MetaAn_79	MetaAn_8	MetaAn_80	MetaAn_81	MetaAn_82	MetaAn_83	MetaAn_84	MetaAn_9
Zambryskibacteraceae	0	0	0	0	0	0	0.1	0.04	0	0	0.14	0	0.04	0.04	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.89	0	0.02	0.07	0	0	0	0	0	0	0	0.05	0.1	0.01	0	0	0.16	0.02	0	0.12	0	0.15	0	0	0	0	0	0	0.35	0.06	0.33	0.18	0.17	0	0.24	0.16	0.34	0.19	0.24	0.48
Microcoleaceae	0	0	0	0	0	0	0.09	0.07	0.09	0	0	0.02	2.01	0.86	0.29	0.16	0	7.31	0	0.03	0.02	0	0	0.07	0	0	0	0	0.05	0	0	0	0	0.22	0	0	0	0.03	0	0	0	0	0	0	0.05	2.41	0	0	0	0.07	0.65	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0.3	0	0	0	0.07	0	0	0	0	0	0.02
Planococcaceae	0.53	0	0	0	0	0	0.76	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0.18	0	0.07	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
Actinomycetaceae	0	0	0	0	0	0	0	0.11	0.03	0.02	0	0.08	0.06	0.05	0.04	0	0.04	0.03	0.04	0	0.02	0	0.05	0.01	0.02	0.01	0	0.02	0.03	0	0	0	0	0	0	0.02	0	0	0.02	0.02	0	0	0	0.03	0.02	0	0	0	0	0	0	0	0	0	0	0	0.01	0.04	0.01	0	0.01	0.01	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0
Kineococcaceae	0	0	0	0	0	0	0	0.06	0	0	0	0	0.04	0.03	0	0	0	0.04	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
WLNW01	0.01	0	0	0	0	0	0	0.04	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.01	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B-17BO	0.05	0	0	0	0	0	0	0.06	0	0	0	0.14	0.06	0.07	0.04	0.29	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0.13	0.04	0	0	0	0	0	0	0.03	0.11	0.11	0	0.02	0.37	0.03	0.08	0	0.06	0.03	0.03	0.01	0.19	0.16	0	0	0.06	0.28	0.57	1.46	0.18	0.31	0.06	0.61	0.9	0.1	0.31	0.18	0.12
CADCWN01	0	0	0	0	0	0	0	0.15	0.11	0.04	0	0	0.04	0.06	0.12	0	0.08	0.15	0.1	0.09	1.02	0.19	0	0.08	0.05	0.05	0.11	0.14	0.06	0.07	0.04	0.06	0.03	0.04	0.03	0.03	0	0.04	0.05	0.04	0.21	0	0	0	0.02	0	0	0.13	0	0	0	0	0	0	0	0.09	0	0.04	0.1	0	0	0	0	0	0	0	0	0.4	0.37	0	0	0	0	0	0	0	0	0	0	0	0
Palsa-1104	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0.07	0	0	0.11	0	0	0	0	0.17	0	0	0	0	0	0.01	0.1	0	0	0	0.17	0.14	0	0.06	0.06	0.27	0.05	0
Bdellovibrionaceae	0.02	0	0	0	0	0	0	0.05	0	0	0.06	0.31	0.16	0.07	0.04	0.2	0	0	0	0	0.01	0	0.04	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0.02	0.07	0	0.02	0.19	0.12	0.11	0	0.03	0.03	0	0	0.26	0	0	0	0	0.25	0.07	0.24	0.18	0.07	0.08	0.59	0.08	0.11	0.06	0.07	0.24
Armatimonadaceae	0	0	0	0	0	0	0	0.05	0.07	0.16	0	0	0.04	0.13	0.08	0	0.2	0.59	0.04	0.06	3.24	0.26	0	0.13	0.14	0.11	0.13	0.06	0.06	0.23	0.07	0.06	0.03	0.04	0	0	0	0	0.06	0.13	0	0	0	0	0.01	0	0.06	0.45	0.23	0	0	0.27	0.04	0.35	0	0.14	0	0.1	0.08	0	0	0	0	0	0	0	0	0.02	0.13	0	0	0	0.1	0.04	0	0	0	0	0	0.03	0
Parachlamydiaceae	0	0	0	0	0	0	0	0.04	0.01	0	0.14	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.02	0	0	0	0	0.03	0.02	0	0	0	0	0	0	0	0	0	0.15	0	0	0.06	0.08	0	0.05	0.01	0.12	0	0	0	0	0	0.02	0	0	0	0.05	0.27	0	0.41	0.21	0.2	0.11	0.25	0.02
JACMKV01	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.08	0	0	0	0.03	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.04	0	0	0	0	0.01	0	0	0	0.16	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0
Afifellaceae	0	0	0	0	0	0	0	0	0.12	0.11	0	0	0.03	0.18	0	0	0.11	0.11	0.15	0.12	0.05	0.03	0	0.1	0.11	0.14	0.1	0.14	0.15	0.1	0.12	0.09	0.06	0	0.07	0.07	0	0.05	0.14	0.04	0	0	0	0.06	0.03	0	0.08	0	0.12	0	0.16	0	0.04	0	0	0	0	0	0.03	0	0.11	0.3	0	0	0	0	0	0	0.04	0	0	0	0.06	0	0	0	0	0	0	0.08	0
Vicinamibacteraceae	0	0	0	0	0	0	0	0	0.02	0.13	0	0	0	0.2	0	0	0.12	0.14	0.05	0.05	0.18	0.08	0	0.05	0.06	0.03	0.03	0.08	0.05	0.02	0.05	0.06	0.09	0.04	0.08	0	0.14	0.07	0.17	0.09	0.34	0	0	0	0.31	0.46	0.24	0	0.14	0.54	0.33	0	0.02	0	0	0.04	0	0	0.09	0	0.03	0.03	0	0	0	0.15	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0
DEV007	0	0	0	0	0	0	0	0	0.01	0.1	0	0.02	0.13	0.04	0	0.48	0	0	0	0	0	0.01	0.12	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.03	0	0.14	0	0	0	0.1	0.28	0	0	0	0.1	0	0	0.05	0	0	0.02	0.05	0	0.02	0	0.36	0.68	0	0	0	0.1	0	0	0.01	0	0	0	0.04	0	0	0	0	0	0	0.03	0
Kallotenuaceae	0	0	0	0	0	0	0	0	0.11	0.05	0.24	0	0.05	0.06	0.16	0	0.07	0.16	0	0.12	0.86	0.06	0	0.03	0.07	0.06	0.08	0.1	0.05	0.04	0.04	0.05	0.05	0	0	0.02	0	0.04	0.08	0.07	0.03	0	0	0	0.02	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.04	0.11	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexaceae	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.17	0.26	0.79	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herpetosiphonaceae	0	0	0	0	0	0	0	0	0.01	0	0	0.03	0	0.03	0.11	0	0	0.25	0	0	0.01	0.05	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.32	0	0.04	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFX8	0	0	0	0	0	0	0	0	0.06	0.04	0	0	0.04	0	0	0	0.03	0.06	0.03	0.11	0.43	0.1	0	0.08	0.05	0.04	0.04	0.07	0.09	0	0.04	0	0.03	0	0.08	0	0.21	0.11	0.05	0	0.1	0	0	0	0.03	0	0	0	0	0.07	0.06	0	0	0	0	0	0	0	0.18	0	0.01	0	0	0	0	0	0	0.08	0.03	0	0	0	0	0	0	0	0	0	0	0	0
Thermomicrobiaceae	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
JADLAZ01	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.03	0	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobaculaceae	0	0	0	0	0	0	0	0	0.06	0.09	0	0	0	0	0	0	0.03	0.05	0.07	0.05	0.42	0.27	0	0.06	0.06	0.03	0.1	0.07	0.06	0.12	0	0.06	0	0	0.04	0.02	0	0.07	0.05	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.27	0	0	0	0	0	0	0	0	0	0	0	0
Phototrophicaceae	0	0	0	0	0	0	0	0	0.02	0	0	0.03	0	0.75	0.4	0.29	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.11	0	0	0.18	0	0.03	0.02	0	0	0	0	0	0	0	0.03	0.51	0.02	0.07	0	0.04	0	0	1.28	0.02	0.23	0	0	0	0	0	0	0.11	0	0	0.22	0.3	0	0.13	0	0.08	0.04	0.35	0
WHTK01	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0.2	0	0.17	0	0	0	0	0	0	0	0	0	0	0.08	0	0.04	0	0	0.02	0.06	0
UBA2979	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.01	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0.16	0.04	0.06	0	0	0	0	0	0	0	0.05	0.17	0.04	0.07	0	0.12	0.1	0.05	0.05	0.12	0
CAUJGQ01	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.05	0	0	0.03	0	0	0.06	0.02	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0.08	0	0
CF-72	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.03	0	0	0.03	0	0	0.01	0.04	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0	0	0	0	0	0	0.03	0	0.33	0	0	0	0.04	0	0	0	0.13	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0	0.03	0	0.05	0	0
JACCZL01	0	0	0	0	0	0	0	0	0.37	0.1	0.21	0	0	0.12	0.24	0	0.04	0.11	0.04	0.15	0.51	0.28	0	0.18	0.3	0.17	0.27	0.15	0.11	0.5	0.15	0.22	0.19	0.06	0.05	0.07	0	0.11	0.15	0.27	0.07	0	0	0.07	0.08	0	0.13	0.17	0	0	0	0	0.21	0	0	0	0	0	0.04	0	0.03	0	0	0	0	0	0	0.01	0.28	0	0	0	0	0	0	0	0	0	0	0	0
JAJPHF01	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAJPGT01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JADZDV01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA12225	0	0	0	0	0	0	0	0	0.12	0.4	0.14	0	0	0	0.09	0	0.1	0.16	0.1	0.18	0.33	0.33	0	0.12	0.3	0.12	0.15	0.08	0.12	0.29	0.2	0.14	0.13	0	0.12	0.18	0.14	0.13	0.15	0.23	0	0	0	0	0.04	0	0.97	0.26	0.06	0.05	0.23	0	0.13	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.06	0.15	0	0	0	0	0	0	0	0	0	0	0	0
Peribacteraceae	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.03	0.06	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.05	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.08	0	0.06	0	0	0	0	0	0	0	0.06	0	0.15	0.06	0	0	0.13	0.18	0.14	0.15	0.03
2-12-FULL-41-12	0	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0.09	0.03	0	0.13	0.26	0.16	0	0	0.27	0	0	0.05	0	0.02	0.1	0	0	0.04	0.05	0.09	0	0	0	0.08	0.03	0.24	0.15	0.04	0	0	0	0.39	0	0.26	0	0.62	0.22	0	0	0.02	0	0	0.03	0	0.04	0.85	0	0.18	0.01	0	0	0	0	0	0.31	0.03	0	0	0.17	0	0	0	0.03	0	0.02	0	0	0.02
AWTP1-31	0	0	0	0	0	0	0	0	0.01	0	0	0.12	0.03	0	0	0.05	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.04	0	0.02	0.01	0.02	0	0	0	0	0	0	0	0	0.1	0	0	0.04	0.06	0	0.02	0.03	0	0.09
JACPYF01	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAICHO01	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0	0	0	0	0.08	0	0	1.31	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.07	0.29	0.05	0	0	0.22	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.03	0	0.02	0	0	0
CAIJKY01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
SCTI01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.1	0	0	0.12	0	0	0	0	0	0.1	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.04	0.04	0	0	0	0.12	0.03	0	0
JAKAEA01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.01	0	0	0	0	0	0	0	0	0	0.09	0	0	0.08	0	0	0	0	0.22	0.02	0.02
UBA2103	0.04	0	0	0	0	0	0	0	0.01	0	0	0.24	0.03	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0.16	0.03	0	0	0.18	0	0	0.16	0.01	0.1	0	0	0	0	0	0	0.04	0.14	0.14	0.2	0.23	0	0.24	0	0.27	0.33	0.16	0.24
CALRBL01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.03	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02
UBA1568	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0.05	0
O2-02-FULL-48-8	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.08	0.12	0	0	0.06	0.22	0.12	0.08	0
SICC01	0	0	0	0	0	0	0	0	0.08	0.06	0.05	0	0	0	0	0	0	0.05	0.25	0	0	0.01	0	0.01	0.02	0.02	0.05	0.1	0	0	0.02	0.09	0.07	0	0	0.04	0	0.03	0	0.12	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0
BACL12	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.18	0.13	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0.02	0	0.05	0	0	0.56	0	0	0.28	0.06	0	0.06	0	0	0.06	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03
ES-bin-26	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLB7	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.09	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0.04	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.04	0.15	0	0.04	0	0	0.21	0	0	0.01	0	0	0	0	0	0	0.1	0	0	0	0.05	0	0	0.03	0	0.16	0.03	0.11	0
Rubricoccaceae	0	0	0	0	0	0	0	0	0.05	0	0.11	0.03	0.26	0.3	0.22	0	0	0.76	0.09	0	0.04	0	0.07	0.02	0	0	0	0.07	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.07	0.14	0	0	0	0.15	0	0	0.08	0	0	0.31	1.34	0	0.37	0	0.2	0.32	0	0	0	0	0.08	0	0.01	0	0	0	0	0	0.06	0	0	0	0	0	0
JAEZED01	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEUIK01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.05	0	0.02	0	0	0	0	0	0	0	0.04	0	0	0.09	0	0.04	0	0.03	0.05	0.06	0
UBA1268	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.03	0
PALSA-1355	0	0	0	0	0	0	0	0	0.03	0	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.03	0.06	0.4	0.02	0	0	0	0	0.16	0.02	0.21	0	0	0	0	0	0	0.07	0	0	0.07	0.93	0	0.15	0	1.13	0.22	0.2	0.02
Thermoguttaceae	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.04	0	0.15	0	0	0	0	0	0.06	0.07	0.05	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.08	0.04	0.08	0
JALHPA01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
Pan216	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA11346	0	0	0	0	0	0	0	0	0.02	0	0.07	0	0.42	0.11	0.1	1.19	0	0	0	0	0.12	0.02	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0.02	0.21	0	0	0	0	0.16	0.34	0	0.11	0.21	0.04	0.26	0	0.17	0	0	0.01	0	0	0	0	0.15	0	0	0.17	0.1	0	0.22	0.06	0.08	0	0.57	1.25	0.13	0.27	0.6	0
SHYZ01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0
GCA-2862545	0	0	0	0	0	0	0	0	0.02	0	0	0	0.03	0	0.03	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.06	0	0	0.04	0.12	0	0.07	0	0	0	0	0	0	0	0.05	0.05	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
Nostocaceae	0	0	0	0	0	0	0	0	0.05	0	0.05	0	0.16	0.62	0.87	3.31	0	0.3	0	0.07	0.01	0	0	0.24	0.01	0	0.03	0.08	0	0	0	0	0.05	0	0	0	0	0	0	0.04	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
Chroococcidiopsidaceae	0	0	0	0	0	0	0	0	0.07	0	0.11	0	0	0.09	0.03	0	0	0.38	0	0.03	0	0	0	0.36	0	0	0	0.17	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0
Phormidesmiaceae	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.37	0	0.2	0.02	0	0	0.03	0.02	0	0	0	0	0	0	0.3	0.05	0	0	0	0	0.36	0.02	0	0	0	0	0.02	0	0	0	0	0.08	0.66	0	0	0	0	0.09	0	0	0.04	0	1.43	3.92	0	0.06	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosynechococcaceae	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elainellaceae	0	0	0	0	0	0	0	0	0.02	0	0.06	0	0.13	0.28	0.11	3.99	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
